Bin Center, Ea2 7 days, Ea2 7 days, Ea2 7 days, Ea2 7 days, Ea2 7 days, Ea2 7 days,EA2 35 days,EA2 35 days,EA2 35 days,EA2 35 days,EA2 35 days,EA2 35 days
90400,0,0,0,0,0,,0,0,0,0,0,0
90600,0,0.008022,0,0,0,,0,0,0,0,0,0
90800,0,0,0,0,0,,0,0,0,0,0.007917,0
91000,0,0.008022,0,0,0,,0,0,0,0,0,0
91200,0,0,0,0,0,,0,0,0,0.012394,0,0
91400,0.014421,0,0,0.00846,0,,0,0,0,0,0,0
91600,0,0,0,0,0,,0,0,0,0,0,0
91800,0,0.008022,0.018706,0,0,,0,0,0,0,0,0
92000,0,0.016044,0,0,0,,0,0,0,0,0,0
92200,0.014421,0,0,0,0,,0,0.010754,0,0,0,0
92400,0,0,0,0,0,,0,0,0,0,0,0.005097
92600,0,0,0.018706,0,0,,0,0,0,0.012394,0,0
92800,0,0,0,0,0,,0,0,0,0,0,0
93000,0.014421,0,0,0,0,,0,0,0,0,0,0
93200,0,0,0,0,0,,0,0,0,0,0,0
93400,0,0,0,0,0,,0,0.010754,0,0,0,0
93600,0,0.008022,0,0,0,,0,0,0,0.012394,0.007917,0.005097
93800,0,0,0,0.00846,0,,0,0,0,0,0,0.005097
94000,0,0,0,0,0,,0,0,0,0,0,0.005097
94200,0,0,0,0,0,,0,0,0,0,0,0
94400,0,0.008022,0,0,0,,0,0,0,0,0,0
94600,0,0,0,0,0,,0,0,0,0,0,0
94800,0,0,0,0,0,,0,0,0,0,0,0
95000,0,0.008022,0,0,0,,0,0,0,0,0,0
95200,0,0,0,0,0,,0,0,0,0,0,0
95400,0,0,0,0.00846,0,,0,0,0,0,0,0
95600,0.014421,0,0,0,0,,0,0,0,0,0,0
95800,0,0,0,0,0,,0,0,0,0,0,0
96000,0,0,0,0,0,,0,0,0,0,0,0
96200,0,0,0.018706,0,0,,0,0,0,0,0,0
96400,0,0,0,0.00846,0,,0,0,0,0,0,0
96600,0,0.008022,0,0,0,,0,0,0,0,0,0
96800,0,0.008022,0,0,0,,0,0,0,0,0,0
97000,0,0,0,0.00846,0,,0,0,0,0,0.015833,0
97200,0,0.008022,0,0,0,,0,0,0,0,0.007917,0
97400,0.014421,0,0.018706,0,0,,0,0,0,0,0,0
97600,0,0.008022,0,0,0,,0,0,0,0.012394,0,0.005097
97800,0,0,0,0,0,,0,0.010754,0,0,0.007917,0
98000,0,0,0,0,0,,0,0,0,0,0,0
98200,0,0,0,0,0,,0,0,0,0,0,0
98400,0,0,0,0.00846,0,,0,0,0.019117,0,0,0
98600,0,0,0,0,0,,0,0,0.009558,0,0,0
98800,0,0,0,0.00846,0,,0,0,0,0,0,0
99000,0,0,0,0,0,,0.019689,0,0,0,0,0
99200,0,0,0,0,0,,0,0,0,0,0,0
99400,0,0,0,0,0,,0.019689,0,0,0,0,0
99600,0,0.016044,0,0,0,,0,0,0,0,0,0
99800,0,0,0,0,0,,0,0,0,0,0,0
100000,0,0,0,0,0,,0,0,0,0,0,0
100200,0,0,0,0,0,,0,0,0,0,0,0
100400,0,0,0,0,0,,0,0,0,0,0,0.005097
100600,0,0,0,0,0,,0,0,0,0,0,0
100800,0,0,0,0.00846,0,,0,0,0,0,0,0
101000,0,0,0,0,0,,0,0,0,0,0,0
101200,0.014421,0.008022,0,0,0,,0,0,0,0,0,0
101400,0,0.008022,0,0,0,,0,0,0,0,0,0
101600,0,0,0,0,0,,0,0,0,0,0,0
101800,0,0,0,0,0,,0,0,0,0,0,0
102000,0,0,0,0,0,,0,0,0,0,0,0
102200,0,0,0,0,0,,0,0.010754,0,0,0,0
102400,0,0.008022,0,0.00846,0,,0,0,0,0.012394,0,0
102600,0,0.008022,0,0,0,,0,0,0,0,0,0
102800,0,0,0,0,0,,0,0,0,0,0,0.010193
103000,0,0,0,0,0,,0,0,0,0,0,0
103200,0,0,0,0,0,,0,0,0,0,0,0
103400,0,0,0,0.00846,0,,0,0,0,0,0,0.005097
103600,0,0,0,0,0,,0,0,0,0.012394,0,0
103800,0,0,0,0,0,,0,0,0,0,0,0
104000,0,0.008022,0,0,0,,0,0,0,0,0,0
104200,0,0,0,0.00846,0,,0,0,0,0,0,0
104400,0,0,0,0,0,,0,0,0,0,0,0
104600,0,0,0.018706,0,0,,0,0,0,0,0,0
104800,0,0,0,0,0,,0,0,0,0,0,0
105000,0,0,0,0,0,,0,0,0,0,0,0.005097
105200,0,0,0,0,0,,0,0,0,0,0,0.005097
105400,0.014421,0.008022,0,0,0,,0,0,0,0,0,0
105600,0,0,0,0,0,,0,0,0,0,0.007917,0
105800,0,0,0,0,0,,0.019689,0,0,0,0,0
106000,0,0,0,0,0,,0,0,0,0.012394,0,0
106200,0,0,0,0.00846,0,,0,0,0,0,0,0
106400,0,0,0,0,0,,0,0.010754,0,0,0,0.005097
106600,0,0,0,0,0,,0,0,0,0,0.007917,0
106800,0.014421,0,0,0,0,,0,0,0,0,0,0
107000,0,0,0,0,0,,0,0,0,0,0,0
107200,0,0,0,0.00846,0,,0,0,0,0,0,0
107400,0.014421,0,0,0.00846,0,,0,0,0,0,0,0
107600,0,0.008022,0,0,0,,0,0,0,0,0,0
107800,0,0,0.018706,0,0,,0,0,0,0,0,0
108000,0,0,0,0,0,,0,0,0,0,0.007917,0.005097
108200,0,0,0,0,0,,0,0,0,0,0,0
108400,0,0,0,0,0,,0,0,0.009558,0,0,0.005097
108600,0,0,0,0,0,,0,0,0.009558,0,0,0
108800,0,0,0,0.00846,0,,0,0,0,0,0,0
109000,0,0,0,0,0,,0,0.010754,0,0,0,0.005097
109200,0.014421,0,0,0,0,,0,0,0,0,0,0
109400,0,0,0,0,0,,0,0,0,0,0,0
109600,0.014421,0,0,0,0,,0,0,0,0,0,0
109800,0,0,0,0,0,,0,0,0,0,0,0
110000,0,0,0,0,0.013483,,0,0,0,0,0,0
110200,0,0,0,0,0,,0,0,0,0.012394,0,0
110400,0,0,0,0.00846,0,,0,0,0,0,0,0
110600,0,0,0,0,0,,0,0,0,0,0,0
110800,0,0,0,0,0,,0,0,0,0,0.007917,0
111000,0,0,0,0.00846,0,,0,0,0,0,0,0
111200,0,0,0.018706,0,0,,0,0,0,0,0,0
111400,0,0,0,0,0,,0,0,0,0,0,0
111600,0,0,0,0,0,,0,0.010754,0,0,0,0
111800,0,0,0,0,0,,0,0,0,0,0,0
112000,0,0,0,0,0,,0,0,0,0,0,0
112200,0,0,0,0,0,,0,0,0,0.012394,0,0.005097
112400,0,0,0,0,0,,0.019689,0,0.009558,0,0,0
112600,0,0,0,0,0,,0,0,0,0,0,0
112800,0,0,0,0.00846,0,,0,0,0,0,0,0
113000,0,0,0,0,0,,0,0.010754,0,0,0,0.005097
113200,0,0,0,0,0,,0,0,0,0,0,0
113400,0,0,0,0,0,,0,0,0,0,0,0
113600,0,0,0,0,0,,0,0,0,0,0,0
113800,0.014421,0,0,0.00846,0,,0,0,0,0,0,0
114000,0.014421,0,0,0,0,,0,0,0,0,0,0
114200,0,0,0,0,0,,0,0,0,0,0,0
114400,0,0,0,0,0,,0,0,0,0,0,0
114600,0.014421,0,0,0,0,,0,0,0,0,0,0
114800,0,0,0,0,0,,0.019689,0,0,0,0,0
115000,0,0,0,0,0,,0,0.010754,0,0,0,0
115200,0,0,0,0,0,,0,0,0,0,0,0
115400,0,0.008022,0,0,0,,0,0,0,0,0,0.005097
115600,0,0,0,0,0,,0,0.010754,0,0,0,0
115800,0,0,0,0,0,,0,0,0,0,0,0.005097
116000,0,0,0,0,0,,0.019689,0,0,0,0,0
116200,0,0,0,0,0,,0.019689,0,0.009558,0,0,0
116400,0,0,0,0,0,,0,0.010754,0,0,0,0
116600,0,0,0,0,0,,0,0,0,0,0,0
116800,0,0,0,0,0,,0,0,0,0,0,0
117000,0,0,0,0,0,,0,0,0,0,0,0.005097
117200,0,0,0,0,0,,0,0,0,0,0,0
117400,0,0,0,0,0,,0.019689,0,0,0,0.007917,0
117600,0,0,0,0,0,,0,0,0,0,0,0
117800,0,0.008022,0,0,0,,0,0,0,0,0,0
118000,0,0,0,0,0,,0,0,0,0,0,0
118200,0,0,0,0,0,,0,0,0,0,0,0
118400,0.014421,0,0,0,0,,0,0,0,0,0.007917,0
118600,0,0.008022,0.018706,0,0,,0,0,0,0,0,0
118800,0,0,0,0,0,,0,0,0,0,0,0
119000,0,0,0,0,0,,0,0,0,0,0,0
119200,0,0,0,0,0,,0,0,0,0,0,0
119400,0,0.008022,0.018706,0,0,,0,0,0,0,0,0
119600,0,0,0,0,0,,0,0,0,0,0.007917,0
119800,0,0,0,0,0,,0,0,0,0,0.007917,0
120000,0.014421,0,0,0,0,,0,0,0,0,0.007917,0
120200,0,0,0,0,0,,0,0,0,0,0,0
120400,0,0,0,0,0,,0,0,0,0,0,0
120600,0,0,0,0,0,,0,0,0,0,0,0
120800,0,0,0,0,0,,0,0,0,0,0,0
121000,0,0.008022,0,0,0,,0,0,0,0,0,0
121200,0,0,0,0,0,,0,0,0,0,0.007917,0
121400,0.014421,0,0,0,0,,0,0,0,0,0,0
121600,0.014421,0,0,0,0,,0,0,0,0,0,0
121800,0,0,0,0,0,,0,0,0,0,0,0
122000,0,0,0,0,0,,0,0,0,0,0,0
122200,0,0,0,0,0,,0,0,0,0,0,0
122400,0,0,0,0,0,,0,0,0,0,0,0
122600,0,0,0,0,0,,0,0,0,0,0,0
122800,0.014421,0,0,0,0,,0,0,0,0,0,0
123000,0,0,0,0,0,,0,0,0,0,0.007917,0
123200,0,0.008022,0,0,0,,0,0,0,0,0,0
123400,0,0,0.018706,0,0,,0,0,0,0,0,0
123600,0,0,0,0,0,,0,0,0,0,0.007917,0
123800,0,0,0,0,0,,0,0,0,0,0,0
124000,0,0,0,0,0,,0,0,0,0,0,0
124200,0,0,0,0,0,,0,0,0,0,0,0
124400,0,0,0,0,0,,0,0,0,0,0,0
124600,0,0,0,0,0,,0,0,0,0,0,0.005097
124800,0,0,0,0,0,,0,0,0.009558,0,0,0.005097
125000,0,0,0,0,0,,0,0,0,0,0,0.005097
125200,0,0,0,0,0,,0,0,0,0,0,0
125400,0,0,0,0,0,,0,0,0,0,0,0
125600,0,0,0,0,0,,0,0,0,0,0,0
125800,0,0,0,0,0,,0,0,0,0,0,0
126000,0,0,0,0.00846,0,,0,0,0,0,0,0
126200,0,0,0,0.00846,0,,0,0,0,0,0,0
126400,0.014421,0,0,0,0,,0,0,0,0,0,0
126600,0,0,0,0,0,,0,0,0,0,0.007917,0.005097
126800,0,0,0,0,0,,0,0,0,0,0,0.005097
127000,0,0,0,0,0,,0,0,0,0,0,0.005097
127200,0,0,0,0,0,,0.019689,0,0,0,0,0
127400,0,0,0,0,0,,0,0.010754,0,0,0,0.005097
127600,0,0,0,0,0,,0,0,0,0,0,0
127800,0,0,0,0,0,,0.019689,0,0,0,0,0
128000,0,0,0,0,0,,0,0,0,0,0,0
128200,0,0,0,0,0,,0,0,0.009558,0,0,0
128400,0,0,0,0,0,,0,0,0,0,0,0
128600,0,0,0,0,0,,0,0,0,0,0,0
128800,0,0.008022,0,0,0,,0,0,0,0,0,0
129000,0,0,0,0,0,,0,0,0,0,0,0
129200,0,0,0,0,0,,0,0,0,0,0,0
129400,0,0,0,0,0,,0,0,0,0,0,0
129600,0,0,0,0,0,,0,0,0,0,0.007917,0
129800,0,0,0,0,0,,0,0,0,0.012394,0,0
130000,0,0,0,0,0,,0,0,0,0,0,0
130200,0,0,0,0.00846,0,,0,0,0,0,0,0.005097
130400,0,0,0,0,0,,0,0,0,0,0,0
130600,0,0,0,0,0,,0,0,0,0,0,0
130800,0,0,0,0,0,,0,0,0,0,0,0
131000,0,0,0,0.016921,0,,0,0,0,0,0,0.005097
131200,0,0,0,0,0,,0,0,0,0,0.015833,0
131400,0,0,0,0,0,,0,0,0,0,0,0
131600,0,0,0,0,0,,0,0,0,0,0,0
131800,0,0,0,0,0,,0,0,0,0,0,0
132000,0,0,0,0.00846,0,,0,0,0,0,0,0
132200,0,0.008022,0,0,0,,0,0,0,0,0,0
132400,0,0,0,0,0,,0.019689,0,0,0,0,0
132600,0,0,0,0,0,,0,0,0,0,0,0
132800,0,0,0,0,0,,0,0,0,0,0,0
133000,0,0,0,0,0,,0,0,0,0,0,0
133200,0,0,0,0,0,,0,0,0,0,0,0
133400,0,0,0,0.00846,0,,0,0,0,0,0,0
133600,0,0,0,0,0,,0,0,0,0,0,0.005097
133800,0.014421,0,0,0,0,,0,0,0,0,0,0
134000,0,0,0,0,0.013483,,0,0,0,0,0,0
134200,0,0,0,0,0,,0,0,0,0,0,0
134400,0,0,0,0,0,,0,0,0,0,0,0
134600,0,0,0,0,0,,0,0,0,0,0,0
134800,0,0,0.018706,0,0,,0,0,0,0,0,0
135000,0,0,0.018706,0,0,,0,0,0,0,0,0
135200,0,0,0,0,0,,0,0.010754,0,0,0,0
135400,0,0,0,0,0,,0,0,0,0,0,0
135600,0,0,0,0,0,,0,0,0,0,0,0
135800,0,0,0,0,0,,0,0,0,0,0,0
136000,0,0,0,0,0,,0,0,0,0,0,0
136200,0,0,0,0,0,,0,0,0,0,0,0
136400,0,0,0,0,0,,0,0.010754,0,0,0,0.005097
136600,0,0,0,0,0,,0,0,0,0,0,0
136800,0.014421,0,0,0,0,,0,0,0,0,0,0
137000,0,0,0,0,0,,0,0,0,0,0.007917,0
137200,0,0,0.018706,0,0,,0,0,0,0,0,0
137400,0,0,0,0.00846,0,,0,0,0,0,0,0
137600,0.014421,0,0,0,0,,0,0,0,0,0,0
137800,0,0,0,0,0,,0,0,0,0,0,0
138000,0,0.008022,0,0,0,,0,0,0,0,0,0
138200,0.014421,0,0,0,0,,0,0.010754,0,0,0,0
138400,0,0,0,0,0,,0,0,0,0,0,0
138600,0,0.008022,0,0,0,,0,0,0,0,0,0
138800,0,0,0,0,0,,0,0,0,0,0,0
139000,0,0,0,0,0,,0,0,0,0,0,0
139200,0,0.008022,0,0,0,,0,0,0,0,0,0
139400,0,0,0,0,0,,0,0,0,0,0,0
139600,0,0,0,0,0,,0,0,0,0,0,0
139800,0,0,0,0,0,,0,0,0,0,0,0
140000,0,0,0,0,0,,0,0,0,0,0,0
140200,0,0,0,0,0,,0,0,0,0,0.007917,0
140400,0,0,0,0,0,,0,0,0,0,0,0
140600,0.014421,0,0,0,0,,0,0,0,0,0,0
140800,0,0,0,0,0,,0,0,0,0,0,0
141000,0,0,0,0,0,,0,0,0,0,0,0.005097
141200,0,0,0,0,0,,0,0,0,0,0,0.005097
141400,0,0,0,0,0,,0,0,0,0,0,0
141600,0,0,0,0,0,,0,0,0,0.012394,0,0
141800,0,0,0,0,0,,0,0,0,0.012394,0,0
142000,0,0,0,0,0,,0,0,0,0,0,0
142200,0,0,0,0,0,,0,0,0,0,0,0
142400,0,0,0,0,0,,0,0,0,0,0,0
142600,0,0,0,0,0,,0,0,0,0,0,0
142800,0,0,0,0,0,,0,0,0,0,0,0
143000,0,0,0,0,0,,0,0,0,0,0,0
143200,0,0,0,0,0,,0,0,0,0,0,0
143400,0,0,0,0.00846,0,,0,0,0,0,0,0
143600,0,0,0,0,0,,0,0,0,0,0,0
143800,0,0,0,0,0,,0,0,0,0,0,0
144000,0,0,0,0,0,,0,0,0,0,0,0
144200,0,0,0,0,0,,0,0,0,0,0,0
144400,0,0.008022,0,0,0,,0,0,0,0,0,0
144600,0,0,0,0,0,,0,0,0,0,0,0
144800,0,0.008022,0,0,0,,0,0,0,0,0,0
145000,0,0,0,0,0,,0,0,0,0,0,0
145200,0,0,0,0,0,,0,0,0,0,0.007917,0
145400,0,0,0,0,0,,0,0,0,0,0,0
145600,0,0,0,0,0,,0,0,0,0,0,0
145800,0,0,0,0,0,,0,0,0,0,0,0
146000,0,0,0,0,0,,0,0,0,0,0,0
146200,0,0,0,0,0,,0,0,0,0,0,0
146400,0,0.008022,0.018706,0,0,,0,0,0,0,0,0
146600,0,0,0,0,0,,0,0,0,0,0,0
146800,0,0,0,0,0,,0,0,0,0,0,0
147000,0,0,0,0,0,,0,0,0,0,0,0
147200,0,0,0,0,0,,0,0,0,0,0,0
147400,0,0,0,0,0,,0,0,0.009558,0,0,0
147600,0,0,0,0,0,,0,0,0,0,0,0
147800,0,0,0,0,0,,0,0,0,0,0.007917,0
148000,0,0,0,0,0,,0,0,0,0,0,0
148200,0,0,0,0,0,,0,0,0,0,0,0
148400,0,0,0,0,0,,0,0,0,0,0,0
148600,0,0,0.018706,0,0,,0,0,0,0,0,0
148800,0,0,0,0,0,,0,0,0,0,0,0
149000,0,0,0,0,0,,0,0,0,0,0,0
149200,0,0,0,0.00846,0,,0,0,0,0,0,0
149400,0.014421,0,0,0,0,,0,0,0,0,0.007917,0
149600,0,0,0,0,0,,0,0,0,0,0,0
149800,0,0,0,0,0,,0,0,0,0,0,0
150000,0,0,0,0,0,,0,0,0,0,0,0
150200,0,0,0,0,0,,0,0,0,0,0,0
150400,0,0,0,0,0,,0,0,0,0,0,0
150600,0,0,0,0,0,,0,0,0,0,0,0
150800,0,0.008022,0,0,0,,0,0,0,0,0,0
151000,0,0,0,0,0,,0,0,0,0,0,0
151200,0,0,0,0.00846,0,,0,0,0,0,0.007917,0
151400,0,0,0,0,0,,0,0,0,0,0,0
151600,0,0,0,0,0,,0,0,0,0,0,0
151800,0,0,0,0,0,,0,0,0,0,0,0
152000,0,0,0,0,0,,0,0,0,0,0,0
152200,0,0,0,0,0,,0,0,0,0,0,0
152400,0,0,0,0,0,,0,0,0.009558,0,0,0.005097
152600,0,0,0,0,0,,0,0.010754,0,0,0,0.005097
152800,0,0,0,0,0,,0,0,0,0,0,0
153000,0,0,0,0,0,,0,0,0,0,0,0
153200,0,0,0,0,0,,0,0,0,0,0,0
153400,0,0,0,0,0,,0,0,0,0,0,0
153600,0,0,0,0,0,,0,0,0,0,0,0
153800,0,0,0,0,0,,0,0,0,0,0,0
154000,0,0,0,0,0,,0,0,0,0,0,0
154200,0,0,0,0,0,,0,0,0,0,0,0
154400,0,0,0,0,0,,0,0,0,0,0.007917,0
154600,0,0,0,0.00846,0,,0,0,0,0,0,0
154800,0,0.008022,0,0,0,,0,0,0,0,0,0
155000,0,0,0,0,0,,0,0,0,0,0,0
155200,0,0,0,0,0,,0,0,0,0,0,0
155400,0,0,0,0,0,,0.019689,0,0,0,0,0.010193
155600,0,0,0,0,0,,0,0,0,0,0,0
155800,0,0,0,0,0,,0,0,0,0,0,0
156000,0,0,0,0,0,,0,0,0,0,0,0
156200,0,0.008022,0,0,0,,0,0,0,0,0,0
156400,0.014421,0,0,0,0,,0,0,0,0,0,0
156600,0,0,0,0.00846,0,,0,0,0,0,0,0
156800,0,0.008022,0,0,0,,0,0,0,0,0,0
157000,0,0,0,0,0,,0,0,0,0,0.007917,0
157200,0,0,0,0,0,,0,0,0,0,0,0
157400,0,0,0,0,0,,0,0,0,0,0,0
157600,0,0,0,0,0,,0,0,0,0,0,0
157800,0,0,0,0,0,,0,0,0,0,0,0
158000,0,0,0,0,0,,0,0,0,0,0,0
158200,0.014421,0,0,0,0,,0,0,0,0,0,0
158400,0,0,0,0,0,,0,0,0,0,0,0.005097
158600,0.014421,0,0,0,0,,0,0,0,0,0,0.005097
158800,0,0.008022,0,0,0,,0,0,0,0,0,0
159000,0,0,0,0,0,,0,0,0,0,0,0
159200,0,0,0,0,0,,0,0,0,0,0,0.005097
159400,0,0.008022,0,0,0,,0,0,0,0,0,0
159600,0,0,0,0,0,,0,0,0,0,0,0
159800,0,0,0,0,0,,0,0,0,0,0,0
160000,0,0,0,0,0,,0,0,0,0,0,0
160200,0,0,0,0,0,,0,0,0,0,0,0
160400,0,0,0,0,0,,0,0,0,0,0,0
160600,0,0,0,0,0,,0,0,0,0,0,0
160800,0,0,0,0,0,,0,0,0,0,0,0
161000,0,0,0,0,0,,0,0,0,0,0,0
161200,0,0,0,0,0,,0,0,0,0,0,0
161400,0,0,0,0,0,,0,0,0,0,0,0
161600,0,0,0,0,0,,0,0,0,0,0,0
161800,0,0,0,0,0,,0,0,0,0,0,0
162000,0,0,0,0,0,,0,0,0,0,0,0
162200,0,0.008022,0,0,0,,0,0,0,0,0,0
162400,0,0,0,0,0,,0,0,0,0,0,0.005097
162600,0,0,0,0,0,,0,0,0,0,0,0
162800,0,0,0,0,0,,0,0,0,0,0,0
163000,0,0,0,0,0,,0,0,0,0,0,0
163200,0,0,0,0,0,,0,0,0,0,0,0
163400,0,0,0,0,0,,0,0,0,0,0,0
163600,0,0,0,0,0,,0,0,0,0,0,0
163800,0,0,0,0.00846,0,,0,0,0,0,0,0
164000,0,0,0,0,0,,0,0,0,0,0.007917,0
164200,0,0,0,0,0,,0,0,0,0,0,0
164400,0,0,0,0,0,,0,0,0,0,0,0
164600,0,0,0,0,0,,0,0,0,0,0,0
164800,0,0,0,0,0,,0,0,0,0,0,0
165000,0.014421,0,0,0,0,,0,0,0,0,0,0
165200,0,0,0,0,0,,0,0,0,0,0,0
165400,0.014421,0,0,0,0,,0,0,0,0,0,0
165600,0.014421,0.008022,0,0,0,,0,0,0,0,0,0
165800,0,0.008022,0,0,0,,0,0,0,0,0,0.005097
166000,0,0.008022,0,0,0,,0,0,0,0,0,0
166200,0,0,0,0,0,,0,0,0,0,0,0
166400,0,0,0,0,0,,0,0,0,0,0,0
166600,0,0,0,0,0,,0,0,0,0,0,0
166800,0,0,0,0,0,,0,0,0,0,0,0.005097
167000,0,0,0,0,0,,0,0,0,0,0,0
167200,0,0,0,0,0,,0,0,0,0,0,0
167400,0,0,0,0,0,,0,0,0,0,0,0
167600,0,0,0,0,0,,0,0,0,0,0,0
167800,0,0,0,0,0,,0,0,0,0,0,0
168000,0,0,0.018706,0,0,,0,0,0,0,0,0
168200,0,0,0,0,0,,0,0,0,0,0,0
168400,0,0,0,0,0,,0,0,0,0,0,0
168600,0,0,0,0,0,,0,0,0,0,0,0
168800,0,0,0,0,0,,0,0,0,0,0,0
169000,0,0,0,0,0,,0,0,0,0,0,0
169200,0,0,0,0,0,,0,0,0,0,0,0
169400,0,0.008022,0,0,0,,0,0,0,0,0,0
169600,0,0,0,0,0,,0,0,0,0,0,0
169800,0,0,0,0,0,,0,0,0,0,0,0
170000,0,0,0,0,0,,0,0,0,0,0,0
170200,0,0,0,0,0,,0,0,0,0,0,0
170400,0,0,0,0,0,,0,0,0,0,0,0
170600,0,0,0,0,0,,0,0,0,0,0,0
170800,0,0,0,0,0,,0,0,0,0,0,0
171000,0,0,0,0,0,,0,0,0,0,0,0
171200,0,0,0,0,0,,0,0,0,0,0,0
171400,0,0,0,0,0,,0,0,0,0,0,0
171600,0,0,0,0,0,,0,0,0,0,0,0
171800,0,0,0,0.00846,0,,0,0,0,0,0,0
172000,0,0,0,0,0,,0,0,0,0,0,0
172200,0,0,0,0,0,,0,0,0,0.012394,0.007917,0
172400,0,0,0,0,0,,0,0,0,0,0,0
172600,0,0,0,0,0,,0,0,0,0,0,0
172800,0,0,0,0,0,,0,0,0,0,0,0
173000,0,0,0,0,0,,0,0,0,0,0,0
173200,0,0,0,0,0,,0,0,0,0,0,0
173400,0,0,0,0,0,,0,0,0,0,0,0
173600,0,0,0,0,0,,0,0,0,0,0,0
173800,0,0,0,0,0,,0,0,0,0,0,0
174000,0,0,0,0,0,,0,0,0,0.012394,0,0
174200,0,0,0,0,0,,0,0,0,0,0,0
174400,0,0,0,0,0,,0,0,0,0,0,0
174600,0,0,0,0,0,,0,0,0,0,0,0
174800,0,0,0,0,0,,0,0,0,0,0.007917,0
175000,0,0,0,0,0,,0,0,0,0,0,0
175200,0,0,0,0,0,,0,0,0,0,0,0
175400,0,0,0,0,0,,0,0,0,0,0,0
175600,0,0,0,0,0,,0,0,0,0,0,0
175800,0,0,0,0,0,,0,0,0.009558,0,0,0
176000,0,0,0,0,0,,0,0,0,0,0,0
176200,0,0,0,0,0,,0,0,0,0,0,0
176400,0,0,0,0,0,,0,0,0,0,0,0
176600,0,0,0,0,0,,0,0,0,0,0,0
176800,0,0,0,0,0,,0,0,0,0,0,0
177000,0,0,0,0,0,,0,0,0,0,0,0
