Bin Center, Ea2 7 days, Ea2 7 days, Ea2 7 days, Ea2 7 days, Ea2 7 days, Ea2 7 days,EA2 35 days,EA2 35 days,EA2 35 days,EA2 35 days,EA2 35 days,EA2 35 days
273800,,,,,,,0,0,0,0,0,0
274000,,,,,,,0,0,0,0,0,0
274200,,,,,,,0,0,0,0,0,0
274400,,,,,,,0,0,0,0,0,0
274600,,,,,,,0,0,0,0,0,0
274800,,,,,,,0,0,0,0,0,0
275000,,,,,,,0,0,0,0,0,0
275200,,,,,,,0,0,0,0,0,0
275400,,,,,,,0,0,0,0,0,0
275600,,,,,,,0,0,0,0,0,0
275800,,,,,,,0,0,0,0,0,0
276000,,,,,,,0,0,0,0,0,0
276200,,,,,,,0,0,0,0,0,0
276400,,,,,,,0,0,0,0.012394,0,0
276600,,,,,,,0,0,0,0,0,0
276800,,,,,,,0,0,0,0,0,0
277000,,,,,,,0,0,0,0,0,0
277200,,,,,,,0,0,0,0,0,0
277400,,,,,,,0,0,0,0,0,0
277600,,,,,,,0,0,0,0,0,0
277800,,,,,,,0,0,0,0,0,0
278000,,,,,,,0,0,0,0,0,0
278200,,,,,,,0,0,0,0,0,0
278400,,,,,,,0,0,0,0,0,0
278600,,,,,,,0,0,0,0,0,0
278800,,,,,,,0,0,0,0,0,0
279000,,,,,,,0.019689,0,0,0,0,0
279200,,,,,,,0,0,0,0,0,0
279400,,,,,,,0,0,0,0,0,0
279600,,,,,,,0,0,0,0,0,0
279800,,,,,,,0,0,0,0,0,0
280000,,,,,,,0,0,0,0,0,0
280200,,,,,,,0,0,0,0,0,0
280400,,,,,,,0,0,0,0,0,0
280600,,,,,,,0,0,0,0,0,0
280800,,,,,,,0,0,0,0,0,0
281000,,,,,,,0,0,0,0,0,0
281200,,,,,,,0,0,0,0,0,0
281400,,,,,,,0,0,0,0,0,0
281600,,,,,,,0,0,0,0,0,0
281800,,,,,,,0,0,0,0,0,0
282000,,,,,,,0,0,0,0,0,0
282200,,,,,,,0,0,0,0,0,0
282400,,,,,,,0,0,0,0,0,0
282600,,,,,,,0,0,0,0,0,0
282800,,,,,,,0,0,0,0,0,0
283000,,,,,,,0,0,0,0,0,0
283200,,,,,,,0,0,0,0,0,0
283400,,,,,,,0,0,0,0,0,0
283600,,,,,,,0,0,0,0,0,0
283800,,,,,,,0,0,0,0,0,0
284000,,,,,,,0,0,0,0,0,0
284200,,,,,,,0,0,0,0,0,0
284400,,,,,,,0,0,0,0,0,0
284600,,,,,,,0,0,0,0,0,0
284800,,,,,,,0,0,0,0,0,0
285000,,,,,,,0,0,0,0,0,0
285200,,,,,,,0,0,0,0,0,0
285400,,,,,,,0,0,0,0,0,0
285600,,,,,,,0,0,0,0,0,0
285800,,,,,,,0,0,0,0,0,0
286000,,,,,,,0,0,0,0,0,0
286200,,,,,,,0,0,0,0,0,0
286400,,,,,,,0,0,0,0,0,0
286600,,,,,,,0,0,0,0,0,0
286800,,,,,,,0,0,0,0,0,0
287000,,,,,,,0,0,0,0,0,0
287200,,,,,,,0,0,0,0,0,0
287400,,,,,,,0,0,0,0,0,0
287600,,,,,,,0,0,0,0,0,0
287800,,,,,,,0,0,0,0,0,0
288000,,,,,,,0,0,0,0,0,0
288200,,,,,,,0,0,0,0,0,0
288400,,,,,,,0,0,0,0,0,0
288600,,,,,,,0,0,0,0,0,0
288800,,,,,,,0,0,0,0,0,0
289000,,,,,,,0,0,0,0,0,0
289200,,,,,,,0,0,0,0,0,0
289400,,,,,,,0,0,0,0,0,0
289600,,,,,,,0,0,0,0,0,0
289800,,,,,,,0,0,0,0,0,0
290000,,,,,,,0,0,0,0,0,0
290200,,,,,,,0,0,0,0,0,0
290400,,,,,,,0,0,0,0,0,0
290600,,,,,,,0,0,0,0,0,0
290800,,,,,,,0,0,0,0,0,0
291000,,,,,,,0,0,0,0,0,0
291200,,,,,,,0,0,0,0,0,0
291400,,,,,,,0,0,0,0,0,0
291600,,,,,,,0,0,0,0,0,0
291800,,,,,,,0,0,0,0,0,0
292000,,,,,,,0,0,0,0,0,0
292200,,,,,,,0,0,0,0,0,0
292400,,,,,,,0,0,0,0,0,0
292600,,,,,,,0,0,0.009558,0,0,0
292800,,,,,,,0,0,0,0,0,0
293000,,,,,,,0,0,0,0,0,0
293200,,,,,,,0,0,0,0,0,0
293400,,,,,,,0,0,0,0,0,0
293600,,,,,,,0,0,0,0,0,0
293800,,,,,,,0,0,0,0,0,0
294000,,,,,,,0,0,0,0,0,0
294200,,,,,,,0,0,0,0,0,0
294400,,,,,,,0,0,0,0,0,0
294600,,,,,,,0,0,0,0,0,0
294800,,,,,,,0,0,0,0,0,0
295000,,,,,,,0,0,0,0,0,0
295200,,,,,,,0,0,0,0,0,0
295400,,,,,,,0,0,0,0,0,0
295600,,,,,,,0,0,0,0,0,0
295800,,,,,,,0,0,0,0,0,0
296000,,,,,,,0,0,0,0,0,0
296200,,,,,,,0,0,0,0,0,0
296400,,,,,,,0,0,0,0,0,0
296600,,,,,,,0,0,0,0,0,0
296800,,,,,,,0,0,0,0,0,0
297000,,,,,,,0,0,0,0,0,0
297200,,,,,,,0,0,0,0,0,0
297400,,,,,,,0,0,0,0,0,0
297600,,,,,,,0,0,0,0,0,0
297800,,,,,,,0,0,0,0,0,0
298000,,,,,,,0,0,0,0,0,0
298200,,,,,,,0,0,0,0,0,0
298400,,,,,,,0,0,0,0,0,0
298600,,,,,,,0,0,0,0,0,0
298800,,,,,,,0,0,0,0,0,0
299000,,,,,,,0,0,0,0,0,0
299200,,,,,,,0,0,0,0,0,0
299400,,,,,,,0,0,0,0,0,0
299600,,,,,,,0,0,0,0,0,0
299800,,,,,,,0,0,0,0,0,0
300000,,,,,,,0,0,0,0,0,0
300200,,,,,,,0,0,0,0,0,0
300400,,,,,,,0,0,0,0,0,0
300600,,,,,,,0,0,0,0,0,0
300800,,,,,,,0,0,0,0,0,0
301000,,,,,,,0,0,0,0,0,0
301200,,,,,,,0,0,0,0,0,0
301400,,,,,,,0,0,0,0,0,0
301600,,,,,,,0,0,0,0,0,0
301800,,,,,,,0,0,0,0,0,0
302000,,,,,,,0,0,0,0,0,0
302200,,,,,,,0,0,0,0,0,0
302400,,,,,,,0,0,0,0,0,0
302600,,,,,,,0,0,0,0,0,0
302800,,,,,,,0,0,0,0,0,0
303000,,,,,,,0,0,0,0,0,0
303200,,,,,,,0,0,0,0,0,0
303400,,,,,,,0,0,0,0,0,0
303600,,,,,,,0,0,0,0,0,0
303800,,,,,,,0,0,0,0,0,0
304000,,,,,,,0,0,0,0,0,0
304200,,,,,,,0,0,0,0,0,0.005097
304400,,,,,,,0,0,0,0,0,0
304600,,,,,,,0,0,0,0,0,0
304800,,,,,,,0,0,0,0,0,0
305000,,,,,,,0,0,0,0,0,0
305200,,,,,,,0,0,0,0,0,0
305400,,,,,,,0,0,0,0,0,0
305600,,,,,,,0,0,0,0,0,0
305800,,,,,,,0,0,0,0,0,0
306000,,,,,,,0,0,0,0,0,0
306200,,,,,,,0,0,0,0,0,0
306400,,,,,,,0,0,0,0,0,0
306600,,,,,,,0,0,0,0,0,0
306800,,,,,,,0,0,0,0,0,0
307000,,,,,,,0,0,0,0,0,0
307200,,,,,,,0,0,0,0,0,0
307400,,,,,,,0,0,0,0,0,0
307600,,,,,,,0,0,0,0,0,0
307800,,,,,,,0,0,0,0,0,0
308000,,,,,,,0,0,0,0,0,0
308200,,,,,,,0,0,0,0,0,0
308400,,,,,,,0,0,0,0,0,0
308600,,,,,,,0,0,0,0,0,0
308800,,,,,,,0,0,0,0,0,0
309000,,,,,,,0,0,0,0,0,0
309200,,,,,,,0,0,0,0,0,0
309400,,,,,,,0,0,0,0,0,0
309600,,,,,,,0,0,0,0,0,0
309800,,,,,,,0,0,0,0,0,0
310000,,,,,,,0,0,0,0,0,0
310200,,,,,,,0,0,0,0,0,0
310400,,,,,,,0,0,0,0,0,0
310600,,,,,,,0,0,0,0,0,0
310800,,,,,,,0,0,0,0,0,0
311000,,,,,,,0,0,0,0,0,0
311200,,,,,,,0,0,0,0,0,0
311400,,,,,,,0,0,0,0,0,0
311600,,,,,,,0,0,0,0,0,0
311800,,,,,,,0,0,0,0,0,0
312000,,,,,,,0,0,0,0,0,0
312200,,,,,,,0,0,0,0,0,0
312400,,,,,,,0,0,0,0,0,0
312600,,,,,,,0,0,0,0,0,0
312800,,,,,,,0,0,0,0,0,0
313000,,,,,,,0,0,0,0,0,0
313200,,,,,,,0,0,0,0,0,0
313400,,,,,,,0,0,0,0,0,0
313600,,,,,,,0,0,0,0,0,0
313800,,,,,,,0,0,0,0,0,0
314000,,,,,,,0,0,0,0,0,0
314200,,,,,,,0,0,0,0,0,0
314400,,,,,,,0,0,0,0,0,0
314600,,,,,,,0,0,0,0,0,0
314800,,,,,,,0,0,0,0,0,0
315000,,,,,,,0,0,0,0,0,0
315200,,,,,,,0,0,0,0,0,0
315400,,,,,,,0,0,0,0,0,0
315600,,,,,,,0,0,0,0,0,0
315800,,,,,,,0,0,0,0,0,0
316000,,,,,,,0,0,0,0,0,0
316200,,,,,,,0,0,0,0,0,0
316400,,,,,,,0,0,0,0,0,0
316600,,,,,,,0,0,0,0,0,0
316800,,,,,,,0,0,0,0,0,0
317000,,,,,,,0,0,0,0,0,0
317200,,,,,,,0,0,0,0,0,0
317400,,,,,,,0,0,0,0,0,0
317600,,,,,,,0,0,0,0,0,0
317800,,,,,,,0,0,0,0,0,0
318000,,,,,,,0,0,0,0,0,0
318200,,,,,,,0,0,0,0,0,0
318400,,,,,,,0,0,0,0,0,0
318600,,,,,,,0,0,0,0,0,0.005097
318800,,,,,,,0,0,0,0,0,0
319000,,,,,,,0,0,0,0,0,0
319200,,,,,,,0,0,0,0,0,0
319400,,,,,,,0,0,0,0,0,0
319600,,,,,,,0,0,0,0,0,0
319800,,,,,,,0,0,0,0,0,0
320000,,,,,,,0,0,0,0,0,0
320200,,,,,,,0,0,0,0,0,0.005097
320400,,,,,,,0,0,0,0,0,0
320600,,,,,,,0,0,0,0,0,0
320800,,,,,,,0,0,0,0,0,0
321000,,,,,,,0,0,0,0,0,0
321200,,,,,,,0,0,0,0,0.007917,0
321400,,,,,,,0,0,0,0,0,0
321600,,,,,,,0,0,0,0,0,0
321800,,,,,,,0,0,0,0,0,0
322000,,,,,,,0,0,0,0,0,0
322200,,,,,,,0,0,0,0,0,0
322400,,,,,,,0,0,0,0,0,0
322600,,,,,,,0,0,0,0,0,0
322800,,,,,,,0,0,0,0,0,0
323000,,,,,,,0,0,0,0,0,0
323200,,,,,,,0,0,0,0,0,0
323400,,,,,,,0,0,0,0,0,0
323600,,,,,,,0,0,0,0,0,0
323800,,,,,,,0,0,0,0,0,0
324000,,,,,,,0,0,0,0,0,0
324200,,,,,,,0,0,0,0,0,0
324400,,,,,,,0,0,0,0,0,0
324600,,,,,,,0,0,0,0,0,0
324800,,,,,,,0,0,0,0,0,0
325000,,,,,,,0,0,0,0,0,0
325200,,,,,,,0,0,0,0,0,0
325400,,,,,,,0,0,0,0,0,0
325600,,,,,,,0,0,0,0,0,0
325800,,,,,,,0,0,0,0,0,0
326000,,,,,,,0,0,0,0,0,0
326200,,,,,,,0,0,0,0,0,0
326400,,,,,,,0,0,0,0,0,0
326600,,,,,,,0,0,0,0,0,0
326800,,,,,,,0,0,0,0,0,0
327000,,,,,,,0,0,0,0,0,0
327200,,,,,,,0,0,0,0,0,0
327400,,,,,,,0,0,0,0,0,0
327600,,,,,,,0,0,0,0,0,0
327800,,,,,,,0,0,0,0,0,0
328000,,,,,,,0,0,0,0,0,0
328200,,,,,,,0,0,0,0,0,0
328400,,,,,,,0,0,0,0,0,0
328600,,,,,,,0,0,0,0,0,0
328800,,,,,,,0,0,0,0,0,0
329000,,,,,,,0,0,0,0,0,0
329200,,,,,,,0,0,0,0,0,0
329400,,,,,,,0,0,0,0,0,0
329600,,,,,,,0,0,0,0,0,0
329800,,,,,,,0,0,0,0,0,0
330000,,,,,,,0,0,0,0,0,0
330200,,,,,,,0,0,0,0,0,0
330400,,,,,,,0,0,0,0,0,0
330600,,,,,,,0,0,0,0,0,0
330800,,,,,,,0,0,0,0,0,0
331000,,,,,,,0,0,0,0,0,0
331200,,,,,,,0,0,0,0,0,0
331400,,,,,,,0,0,0,0,0,0
331600,,,,,,,0,0,0,0,0,0
331800,,,,,,,0,0,0,0,0,0
332000,,,,,,,0,0,0,0,0,0
332200,,,,,,,0,0,0,0,0,0
332400,,,,,,,0,0,0,0,0,0
332600,,,,,,,0,0,0,0,0,0
332800,,,,,,,0,0,0,0,0,0
333000,,,,,,,0,0,0,0,0,0
333200,,,,,,,0,0,0,0,0,0
333400,,,,,,,0,0,0,0,0,0
333600,,,,,,,0,0,0,0,0,0
333800,,,,,,,0,0,0,0,0,0
334000,,,,,,,0,0,0,0,0,0
334200,,,,,,,0,0,0,0,0,0
334400,,,,,,,0,0,0,0,0,0
334600,,,,,,,0,0,0,0,0,0
334800,,,,,,,0,0,0,0,0,0
335000,,,,,,,0,0,0,0,0,0
335200,,,,,,,0,0,0,0,0,0
335400,,,,,,,0,0,0,0,0,0
335600,,,,,,,0,0,0,0,0,0
335800,,,,,,,0,0,0,0,0,0
336000,,,,,,,0,0,0,0,0,0
336200,,,,,,,0,0,0,0,0,0
336400,,,,,,,0,0,0,0,0,0
336600,,,,,,,0,0,0,0,0,0.005097
336800,,,,,,,0,0,0,0,0,0
337000,,,,,,,0,0,0,0,0,0
337200,,,,,,,0,0,0,0,0,0
337400,,,,,,,0,0,0,0,0,0
337600,,,,,,,0,0,0,0,0,0
337800,,,,,,,0,0,0,0,0,0
338000,,,,,,,0,0,0,0,0,0
338200,,,,,,,0,0,0,0,0,0
338400,,,,,,,0,0,0,0,0,0
338600,,,,,,,0,0,0,0,0,0
338800,,,,,,,0,0,0,0,0,0
339000,,,,,,,0,0,0,0,0,0
339200,,,,,,,0,0,0,0,0,0
339400,,,,,,,0,0.010754,0,0,0,0
339600,,,,,,,0,0,0.009558,0,0,0
339800,,,,,,,0,0,0,0,0,0
340000,,,,,,,0,0,0,0,0,0
340200,,,,,,,0,0,0,0,0,0
340400,,,,,,,0,0,0,0,0,0
340600,,,,,,,0,0,0,0,0,0
340800,,,,,,,0,0,0,0,0,0
341000,,,,,,,0,0,0,0,0,0
341200,,,,,,,0,0,0,0,0,0
341400,,,,,,,0,0,0,0,0,0
341600,,,,,,,0,0,0,0,0,0
341800,,,,,,,0,0,0,0,0,0
342000,,,,,,,0,0,0,0,0,0
342200,,,,,,,0,0,0,0,0,0
342400,,,,,,,0,0,0,0,0,0
342600,,,,,,,0,0,0,0,0,0
342800,,,,,,,0,0,0,0,0,0
343000,,,,,,,0,0,0,0,0,0
343200,,,,,,,0,0,0,0,0,0
343400,,,,,,,0,0,0,0,0,0
343600,,,,,,,0,0,0,0,0,0
343800,,,,,,,0,0,0,0,0,0
344000,,,,,,,0,0,0,0,0,0
344200,,,,,,,0,0,0,0,0,0
344400,,,,,,,0,0,0,0,0,0
344600,,,,,,,0,0,0,0,0,0
344800,,,,,,,0,0,0,0,0,0
345000,,,,,,,0,0,0,0,0,0
345200,,,,,,,0,0,0,0,0,0
345400,,,,,,,0,0,0,0,0,0
345600,,,,,,,0,0,0,0,0,0
345800,,,,,,,0,0,0,0,0,0
346000,,,,,,,0,0,0,0,0,0
346200,,,,,,,0,0,0,0,0,0
346400,,,,,,,0,0,0,0,0,0
346600,,,,,,,0,0,0,0,0,0
346800,,,,,,,0,0,0,0,0,0
347000,,,,,,,0,0,0,0,0,0
347200,,,,,,,0,0,0,0,0,0
347400,,,,,,,0,0,0,0,0,0
347600,,,,,,,0,0,0,0,0,0
347800,,,,,,,0,0,0,0,0,0
348000,,,,,,,0,0,0,0,0,0
348200,,,,,,,0,0,0,0,0,0
348400,,,,,,,0,0,0,0,0,0
348600,,,,,,,0,0,0,0,0,0
348800,,,,,,,0,0,0,0,0,0
349000,,,,,,,0,0,0,0,0,0
349200,,,,,,,0,0,0,0,0,0
349400,,,,,,,0,0,0,0,0,0
349600,,,,,,,0,0,0,0,0,0
349800,,,,,,,0,0,0,0,0,0
350000,,,,,,,0,0,0,0,0,0
350200,,,,,,,0,0,0,0,0,0
350400,,,,,,,0,0,0,0,0,0
350600,,,,,,,0,0,0,0,0,0
350800,,,,,,,0,0,0,0,0,0
351000,,,,,,,0,0,0,0,0,0
351200,,,,,,,0,0,0,0,0,0
351400,,,,,,,0,0,0,0,0,0
351600,,,,,,,0,0,0,0,0,0
351800,,,,,,,0,0,0,0,0,0
352000,,,,,,,0,0,0,0,0,0
352200,,,,,,,0,0,0,0,0,0
352400,,,,,,,0,0,0,0,0,0
352600,,,,,,,0,0,0,0,0,0
352800,,,,,,,0,0,0,0,0,0
353000,,,,,,,0,0,0,0,0,0.005097
353200,,,,,,,0,0,0,0,0,0
353400,,,,,,,0,0,0,0,0,0
353600,,,,,,,0,0,0,0,0,0
353800,,,,,,,0,0,0,0,0,0
354000,,,,,,,0,0,0,0,0,0
354200,,,,,,,0,0,0,0,0,0
354400,,,,,,,0,0,0,0,0,0
354600,,,,,,,0,0,0,0,0,0
354800,,,,,,,0,0,0,0,0,0
355000,,,,,,,0,0,0,0,0,0
355200,,,,,,,0,0,0,0,0,0
355400,,,,,,,0,0,0,0,0,0.005097
355600,,,,,,,0,0,0,0,0,0
355800,,,,,,,0,0,0,0,0,0
356000,,,,,,,0,0,0,0,0,0
356200,,,,,,,0,0,0,0,0,0
356400,,,,,,,0,0,0,0,0,0
356600,,,,,,,0,0,0,0,0,0
356800,,,,,,,0,0,0,0,0,0
357000,,,,,,,0,0,0,0,0,0
357200,,,,,,,0,0,0,0,0,0
357400,,,,,,,0,0,0,0,0,0
357600,,,,,,,0,0,0,0,0,0
357800,,,,,,,0,0,0,0,0,0
358000,,,,,,,0,0,0,0,0,0
358200,,,,,,,0,0,0,0,0,0
358400,,,,,,,0,0,0,0,0,0.005097
358600,,,,,,,0,0,0,0,0,0
358800,,,,,,,0,0,0,0,0,0
359000,,,,,,,0,0,0,0,0,0
359200,,,,,,,0,0,0,0,0,0
359400,,,,,,,0,0,0,0,0,0
359600,,,,,,,0,0,0,0,0,0
359800,,,,,,,0,0,0,0,0,0
360000,,,,,,,0,0,0,0,0,0
360200,,,,,,,0,0,0,0,0,0
360400,,,,,,,0,0,0,0,0,0
360600,,,,,,,0,0,0,0,0,0
360800,,,,,,,0,0,0,0,0,0
361000,,,,,,,0,0,0,0,0,0
361200,,,,,,,0,0,0,0,0,0
361400,,,,,,,0,0,0,0,0,0
361600,,,,,,,0,0,0,0,0,0
361800,,,,,,,0,0,0,0,0,0
362000,,,,,,,0,0,0,0,0,0
362200,,,,,,,0,0,0,0,0,0
362400,,,,,,,0,0,0,0,0,0
362600,,,,,,,0,0,0,0,0,0
362800,,,,,,,0,0,0,0,0,0
363000,,,,,,,0,0,0,0,0,0
363200,,,,,,,0,0,0,0,0,0
363400,,,,,,,0,0,0,0,0,0
363600,,,,,,,0,0,0,0,0,0
363800,,,,,,,0,0,0,0,0,0
364000,,,,,,,0,0,0,0,0,0
364200,,,,,,,0,0,0,0,0,0
364400,,,,,,,0,0,0,0,0,0
364600,,,,,,,0,0,0,0,0,0
364800,,,,,,,0,0,0,0,0,0
365000,,,,,,,0,0,0,0,0,0
365200,,,,,,,0,0,0,0,0,0
365400,,,,,,,0,0,0,0,0,0
365600,,,,,,,0,0,0,0,0,0
365800,,,,,,,0,0,0,0,0,0
366000,,,,,,,0,0,0,0,0,0
366200,,,,,,,0,0,0,0,0,0
366400,,,,,,,0,0,0,0,0,0
366600,,,,,,,0,0,0,0,0,0
366800,,,,,,,0,0,0.009558,0,0,0
367000,,,,,,,0,0,0,0,0,0
367200,,,,,,,0,0,0,0,0,0
367400,,,,,,,0,0,0,0,0,0
367600,,,,,,,0,0,0,0,0,0
367800,,,,,,,0,0,0,0,0,0
368000,,,,,,,0,0,0,0,0,0
368200,,,,,,,0,0,0,0,0,0
368400,,,,,,,0,0,0,0,0,0
368600,,,,,,,0,0,0,0,0,0
368800,,,,,,,0,0,0,0,0,0
369000,,,,,,,0,0,0,0,0,0
369200,,,,,,,0,0,0,0,0,0
369400,,,,,,,0,0,0,0,0,0
369600,,,,,,,0,0,0,0,0,0
369800,,,,,,,0,0,0,0,0,0
370000,,,,,,,0,0,0,0,0,0
370200,,,,,,,0,0,0,0,0,0
370400,,,,,,,0,0,0,0,0,0
370600,,,,,,,0,0,0,0,0,0
370800,,,,,,,0,0,0,0,0,0
371000,,,,,,,0,0,0,0,0,0
371200,,,,,,,0,0,0,0,0,0
371400,,,,,,,0,0,0,0,0,0
371600,,,,,,,0,0,0,0,0,0
371800,,,,,,,0,0,0,0,0,0
372000,,,,,,,0,0,0,0,0,0
372200,,,,,,,0,0,0,0,0,0
372400,,,,,,,,,,,,
372600,,,,,,,,,,,,
372800,,,,,,,,,,,,
373000,,,,,,,,,,,,
373200,,,,,,,,,,,,
373400,,,,,,,,,,,,
373600,,,,,,,,,,,,
373800,,,,,,,,,,,,
374000,,,,,,,,,,,,
374200,,,,,,,,,,,,
374400,,,,,,,,,,,,
374600,,,,,,,,,,,,
374800,,,,,,,,,,,,
375000,,,,,,,,,,,,
375200,,,,,,,,,,,,
375400,,,,,,,,,,,,
375600,,,,,,,,,,,,
375800,,,,,,,,,,,,
376000,,,,,,,,,,,,
376200,,,,,,,,,,,,
376400,,,,,,,,,,,,
376600,,,,,,,,,,,,
376800,,,,,,,,,,,,
377000,,,,,,,,,,,,
377200,,,,,,,,,,,,
377400,,,,,,,,,,,,
377600,,,,,,,,,,,,
377800,,,,,,,,,,,,
378000,,,,,,,,,,,,
378200,,,,,,,,,,,,
378400,,,,,,,,,,,,
378600,,,,,,,,,,,,
378800,,,,,,,,,,,,
379000,,,,,,,,,,,,
379200,,,,,,,,,,,,
379400,,,,,,,,,,,,
379600,,,,,,,,,,,,
379800,,,,,,,,,,,,
380000,,,,,,,,,,,,
380200,,,,,,,,,,,,
380400,,,,,,,,,,,,
380600,,,,,,,,,,,,
380800,,,,,,,,,,,,
381000,,,,,,,,,,,,
381200,,,,,,,,,,,,
381400,,,,,,,,,,,,
381600,,,,,,,,,,,,
381800,,,,,,,,,,,,
382000,,,,,,,,,,,,
382200,,,,,,,,,,,,
382400,,,,,,,,,,,,
382600,,,,,,,,,,,,
382800,,,,,,,,,,,,
383000,,,,,,,,,,,,
383200,,,,,,,,,,,,
383400,,,,,,,,,,,,
383600,,,,,,,,,,,,
383800,,,,,,,,,,,,
384000,,,,,,,,,,,,
384200,,,,,,,,,,,,
384400,,,,,,,,,,,,
384600,,,,,,,,,,,,
384800,,,,,,,,,,,,
385000,,,,,,,,,,,,
385200,,,,,,,,,,,,
385400,,,,,,,,,,,,
385600,,,,,,,,,,,,
385800,,,,,,,,,,,,
386000,,,,,,,,,,,,
386200,,,,,,,,,,,,
386400,,,,,,,,,,,,
386600,,,,,,,,,,,,
386800,,,,,,,,,,,,
387000,,,,,,,,,,,,
387200,,,,,,,,,,,,
387400,,,,,,,,,,,,
387600,,,,,,,,,,,,
387800,,,,,,,,,,,,
388000,,,,,,,,,,,,
388200,,,,,,,,,,,,
388400,,,,,,,,,,,,
388600,,,,,,,,,,,,
388800,,,,,,,,,,,,
389000,,,,,,,,,,,,
389200,,,,,,,,,,,,
389400,,,,,,,,,,,,
389600,,,,,,,,,,,,
389800,,,,,,,,,,,,
390000,,,,,,,,,,,,
390200,,,,,,,,,,,,
390400,,,,,,,,,,,,
390600,,,,,,,,,,,,
390800,,,,,,,,,,,,
391000,,,,,,,,,,,,
391200,,,,,,,,,,,,
391400,,,,,,,,,,,,
391600,,,,,,,,,,,,
391800,,,,,,,,,,,,
392000,,,,,,,,,,,,
392200,,,,,,,,,,,,
392400,,,,,,,,,,,,
392600,,,,,,,,,,,,
392800,,,,,,,,,,,,
393000,,,,,,,,,,,,
393200,,,,,,,,,,,,
393400,,,,,,,,,,,,
393600,,,,,,,,,,,,
393800,,,,,,,,,,,,
394000,,,,,,,,,,,,
394200,,,,,,,,,,,,
394400,,,,,,,,,,,,
394600,,,,,,,,,,,,
394800,,,,,,,,,,,,
